uri,lcsh_topic,lcsh_t1,count
http://bnb.data.bl.uk/id/resource/005597237,Alphabeting,Alphabeting,1
http://bnb.data.bl.uk/id/resource/005597238,Weather,Weather,8
http://bnb.data.bl.uk/id/resource/005597240,Ireland--Politics and government--20th century,Ireland,211
http://bnb.data.bl.uk/id/resource/005597241,Baptists--Ireland--History--Sources,Baptists,19
http://bnb.data.bl.uk/id/resource/005597242,Baptists--Ireland--History--Sources,Baptists,19
http://bnb.data.bl.uk/id/resource/005597243,Baptists--Great Britain--History--Sources,Baptists,19
http://bnb.data.bl.uk/id/resource/005597244,Bromsgrove Baptist Church--History--Sources,Bromsgrove Baptist Church,1
http://bnb.data.bl.uk/id/resource/005597245,Northumberland (England)--History,Northumberland (England),11
http://bnb.data.bl.uk/id/resource/005597246,Northumberland (England)--History,Northumberland (England),11
http://bnb.data.bl.uk/id/resource/005597250,Great Britain. Department of the Environment--Bibliography,Great Britain. Department of the Environment,13
http://bnb.data.bl.uk/id/resource/005597251,Great Britain. Department of the Environment--Bibliography--Periodicals,Great Britain. Department of the Environment,13
http://bnb.data.bl.uk/id/resource/005597254,"Architecture, Domestic--England","Architecture, Domestic",24
http://bnb.data.bl.uk/id/resource/005597255,Housing--England,Housing,55
http://bnb.data.bl.uk/id/resource/005597257,"England--Statistics, Vital",England,417
http://bnb.data.bl.uk/id/resource/005597258,"England--Statistics, Vital",England,417
http://bnb.data.bl.uk/id/resource/005597260,Regional planning--England--Statistics,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597262,Human ecology--Research--Directories,Human ecology,43
http://bnb.data.bl.uk/id/resource/005597263,Research--Great Britain--Directories,Research,65
http://bnb.data.bl.uk/id/resource/005597264,Research--Great Britain--Directories,Research,65
http://bnb.data.bl.uk/id/resource/005597265,Research--Great Britain--Directories,Research,65
http://bnb.data.bl.uk/id/resource/005597268,Mobile homes--Great Britain--Bibliography,Mobile homes,1
http://bnb.data.bl.uk/id/resource/005597282,Christianity--Periodicals,Christianity,48
http://bnb.data.bl.uk/id/resource/005597283,Christianity--Periodicals,Christianity,48
http://bnb.data.bl.uk/id/resource/005597284,Christianity--Periodicals,Christianity,48
http://bnb.data.bl.uk/id/resource/005597286,Canals--Great Britain--Statistics,Canals,16
http://bnb.data.bl.uk/id/resource/005597287,Canals--Great Britain--Statistics,Canals,16
http://bnb.data.bl.uk/id/resource/005597290,Oil pollution of the sea--Bibliography,Oil pollution of the sea,6
http://bnb.data.bl.uk/id/resource/005597291,Women's rights,Women's rights,8
http://bnb.data.bl.uk/id/resource/005597292,Office buildings,Office buildings,14
http://bnb.data.bl.uk/id/resource/005597293,Office buildings,Office buildings,14
http://bnb.data.bl.uk/id/resource/005597294,Office buildings,Office buildings,14
http://bnb.data.bl.uk/id/resource/005597295,Office buildings,Office buildings,14
http://bnb.data.bl.uk/id/resource/005597296,Environmental engineering (Buildings),Environmental engineering (Buildings),14
http://bnb.data.bl.uk/id/resource/005597297,Environmental engineering (Buildings),Environmental engineering (Buildings),14
http://bnb.data.bl.uk/id/resource/005597298,Environmental engineering (Buildings),Environmental engineering (Buildings),14
http://bnb.data.bl.uk/id/resource/005597299,Environmental engineering (Buildings),Environmental engineering (Buildings),14
http://bnb.data.bl.uk/id/resource/005597300,Environmental engineering (Buildings),Environmental engineering (Buildings),14
http://bnb.data.bl.uk/id/resource/005597301,Electronic data processing--Architecture,Electronic data processing,69
http://bnb.data.bl.uk/id/resource/005597302,"Suburbs--Reading, Berks",Suburbs,100
http://bnb.data.bl.uk/id/resource/005597303,"Suburbs--Reading, Berks",Suburbs,100
http://bnb.data.bl.uk/id/resource/005597304,"Suburbs--Reading, Berks",Suburbs,100
http://bnb.data.bl.uk/id/resource/005597307,Irish language--Readers,Irish language,56
http://bnb.data.bl.uk/id/resource/005597308,Irish language--Readers,Irish language,56
http://bnb.data.bl.uk/id/resource/005597309,Irish language--Readers,Irish language,56
http://bnb.data.bl.uk/id/resource/005597310,Vacation schools--Great Britain--Directories,Vacation schools,8
http://bnb.data.bl.uk/id/resource/005597311,Outdoor recreation--Great Britain,Outdoor recreation,15
http://bnb.data.bl.uk/id/resource/005597312,Outdoor recreation--England--Directories,Outdoor recreation,15
http://bnb.data.bl.uk/id/resource/005597313,Outdoor recreation--England--Directories,Outdoor recreation,15
http://bnb.data.bl.uk/id/resource/005597314,Outdoor recreation--England--Directories,Outdoor recreation,15
http://bnb.data.bl.uk/id/resource/005597315,Outdoor recreation--England--Directories,Outdoor recreation,15
http://bnb.data.bl.uk/id/resource/005597317,"Hotels, taverns, etc.--England--Cumbria--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597318,"Hotels, taverns, etc.--England--Tyne and Wear (Metropolitan County)--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597319,"Hotels, taverns, etc.--England--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597320,"Hotels, taverns, etc.--England--Yorkshire--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597321,"Hotels, taverns, etc.--England--West Midlands--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597322,"Hotels, taverns, etc.--England--East Midlands--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597323,"Hotels, taverns, etc.--England--Thames Valley--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597324,"Hotels, taverns, etc.--England--East Anglia--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597325,"Hotels, taverns, etc.--England--London--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597326,"Hotels, taverns, etc.--England--Isle of Wight--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597327,"Hotels, taverns, etc.--England--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597328,"Hotels, taverns, etc.--England--West Country--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597329,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597330,"Hotels, taverns, etc.--England--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597331,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597332,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597333,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597334,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597335,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597336,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597337,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597338,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597339,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597340,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597341,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597342,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597343,Outdoor recreation--England--Directories,Outdoor recreation,15
http://bnb.data.bl.uk/id/resource/005597344,"Hotels, taverns, etc.--England--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005597347,Vacations--England--Directories,Vacations,151
http://bnb.data.bl.uk/id/resource/005597349,Railroads--Great Britain--Express trains,Railroads,137
http://bnb.data.bl.uk/id/resource/005597350,Railroads--Great Britain--Express trains,Railroads,137
http://bnb.data.bl.uk/id/resource/005597351,Africa--Economic conditions--Periodicals,Africa,66
http://bnb.data.bl.uk/id/resource/005597352,England--Description and travel--Guidebooks,England,417
http://bnb.data.bl.uk/id/resource/005597353,"South East, Eng.--Description and travel--Guide-books","South East, Eng.",2
http://bnb.data.bl.uk/id/resource/005597355,"South East, Eng.--Description and travel--Guide-books","South East, Eng.",2
http://bnb.data.bl.uk/id/resource/005597356,Savings and loan associations--Great Britain--Directories,Savings and loan associations,5
http://bnb.data.bl.uk/id/resource/005597358,Regional planning--Great Britain--Bibliography,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597359,University of Sheffield. Library--Catalogs,University of Sheffield. Library,38
http://bnb.data.bl.uk/id/resource/005597360,"Stocks--Great Britain--Tables, etc.",Stocks,6
http://bnb.data.bl.uk/id/resource/005597363,Stocks--Great Britain--Statistics,Stocks,6
http://bnb.data.bl.uk/id/resource/005597367,Contraceptives,Contraceptives,3
http://bnb.data.bl.uk/id/resource/005597375,Sheffield plate--Exhibitions,Sheffield plate,1
http://bnb.data.bl.uk/id/resource/005597377,Farms--Great Britain--Case studies,Farms,14
http://bnb.data.bl.uk/id/resource/005597378,Farms--Great Britain--Case studies,Farms,14
http://bnb.data.bl.uk/id/resource/005597379,Farms--Great Britain--Case studies,Farms,14
http://bnb.data.bl.uk/id/resource/005597382,"Geology, Stratigraphic--Cambrian","Geology, Stratigraphic",33
http://bnb.data.bl.uk/id/resource/005597383,Earth sciences--Study and teaching (Higher)--Great Britain,Earth sciences,11
http://bnb.data.bl.uk/id/resource/005597384,Yorkshire--Guide-books,Yorkshire,14
http://bnb.data.bl.uk/id/resource/005597385,Yorkshire--Guide-books,Yorkshire,14
http://bnb.data.bl.uk/id/resource/005597386,"Camp sites, facilities, etc.--Great Britain--Yorkshire","Camp sites, facilities, etc.",23
http://bnb.data.bl.uk/id/resource/005597387,"Yorkshire, Eng.--Description and travel--Guide-books","Yorkshire, Eng.",1
http://bnb.data.bl.uk/id/resource/005597388,Natural history--Scotland--Edinburgh region--Periodicals,Natural history,37
http://bnb.data.bl.uk/id/resource/005597390,Fireproofing of fabrics,Fireproofing of fabrics,13
http://bnb.data.bl.uk/id/resource/005597391,Hurricane (Fighter plane),Hurricane (Fighter plane),35
http://bnb.data.bl.uk/id/resource/005597392,Spitfire (Fighter plane),Spitfire (Fighter plane),11
http://bnb.data.bl.uk/id/resource/005597395,Knights of Malta--England--London,Knights of Malta,2
http://bnb.data.bl.uk/id/resource/005597396,Knights of Malta--England--London,Knights of Malta,2
http://bnb.data.bl.uk/id/resource/005597397,Construction industry--Great Britain--Directories,Construction industry,59
http://bnb.data.bl.uk/id/resource/005597398,Construction industry--Great Britain--Directories,Construction industry,59
http://bnb.data.bl.uk/id/resource/005597399,Construction industry--Great Britain--Directories,Construction industry,59
http://bnb.data.bl.uk/id/resource/005597403,"Executives--Salaries, pensions, etc.--Ireland",Executives,15
http://bnb.data.bl.uk/id/resource/005597404,"Executives--Salaries, pensions, etc.--Ireland",Executives,15
http://bnb.data.bl.uk/id/resource/005597405,Food consumption--Asia,Food consumption,5
http://bnb.data.bl.uk/id/resource/005597407,Natural resources--Nigeria--Bibliography,Natural resources,28
http://bnb.data.bl.uk/id/resource/005597408,Natural resources--Nigeria--Bibliography,Natural resources,23
http://bnb.data.bl.uk/id/resource/005597409,Natural resources--Nigeria--Bibliography,Natural resources,23
http://bnb.data.bl.uk/id/resource/005597410,Natural history museums--England--Oxford,Natural history museums,1
http://bnb.data.bl.uk/id/resource/005597411,University of Oxford. Museum of the History of Science--Catalogs,University of Oxford. Museum of the History of Science,1
http://bnb.data.bl.uk/id/resource/005597412,Japan--History--1952-,Japan,33
http://bnb.data.bl.uk/id/resource/005597413,Northern Ireland--History--1969-1994,Northern Ireland,94
http://bnb.data.bl.uk/id/resource/005597415,City planning--England--Milton Keynes (Buckinghamshire),City planning,146
http://bnb.data.bl.uk/id/resource/005597417,Structural design,Structural design,10
http://bnb.data.bl.uk/id/resource/005597418,Structural design,Structural design,10
http://bnb.data.bl.uk/id/resource/005597419,Soil mechanics,Soil mechanics,9
http://bnb.data.bl.uk/id/resource/005597420,Soil mechanics,Soil mechanics,9
http://bnb.data.bl.uk/id/resource/005597421,Fisheries--Research--Scotland,Fisheries,40
http://bnb.data.bl.uk/id/resource/005597422,Fisheries--Research--Scotland,Fisheries,40
http://bnb.data.bl.uk/id/resource/005597423,Fisheries--Research--Scotland,Fisheries,40
http://bnb.data.bl.uk/id/resource/005597424,Structural engineering--Yearbooks,Structural engineering,13
http://bnb.data.bl.uk/id/resource/005597425,Structural engineering--Yearbooks,Structural engineering,13
http://bnb.data.bl.uk/id/resource/005597426,Consulting engineers--Directories,Consulting engineers,9
http://bnb.data.bl.uk/id/resource/005597428,Pyramids--Curiosa and miscellany,Pyramids,3
http://bnb.data.bl.uk/id/resource/005597429,Pyramids,Pyramids,3
http://bnb.data.bl.uk/id/resource/005597432,European studies--Great Britain,European studies,17
http://bnb.data.bl.uk/id/resource/005597433,"Gilfach Goch, M. Glam.--Social life and customs","Gilfach Goch, M. Glam.",2
http://bnb.data.bl.uk/id/resource/005597434,"Gilfach Goch, M. Glam.--Social life and customs","Gilfach Goch, M. Glam.",2
http://bnb.data.bl.uk/id/resource/005597437,Swine--Great Britain--Directories,Swine breeds,23
http://bnb.data.bl.uk/id/resource/005597438,Swine--Great Britain--Directories,Swine breeds,23
http://bnb.data.bl.uk/id/resource/005597439,Questions and answers--Ponies--Juvenile literature,Questions and answers,29
http://bnb.data.bl.uk/id/resource/005597440,Handicraft--Juvenile literature,Handicraft,33
http://bnb.data.bl.uk/id/resource/005597441,Handicraft--Juvenile literature,Handicraft,33
http://bnb.data.bl.uk/id/resource/005597442,"Art, Modern--20th century--Bibliography--Periodicals","Art, Modern",27
http://bnb.data.bl.uk/id/resource/005597443,"Art, Modern--20th century--Bibliography--Periodicals","Art, Modern",27
http://bnb.data.bl.uk/id/resource/005597444,Orthodoxos Ekklēsia tēs Hellados--Doctrinal and controversial works,Orthodoxos Ekklēsia tēs Hellados,3
http://bnb.data.bl.uk/id/resource/005597447,Golf--Europe--Directories,Golf,19
http://bnb.data.bl.uk/id/resource/005597448,Golf--Europe--Directories,Golf,19
http://bnb.data.bl.uk/id/resource/005597449,Art--Study and teaching (Higher)--Great Britain,Art,82
